ortho	freqfilms2	freqlivres	nblettres
mutile	0.17	0.41	6
mutilent	0.08	0.07	8
mutiler	0.67	0.81	7
mutilera	0	0.07	8
mutileraient	0.01	0.07	12
mutilé	0.93	1.15	6
mutilé	1.22	1.76	6
mutilé	0.15	1.28	6
mutilée	0.4	0.68	7
mutilée	0.23	1.42	7
mutilées	0.04	0.27	8
mutilées	0.04	1.01	8
mutilés	0.14	0.34	7
mutilés	0.72	1.96	7
mutilés	0.57	1.42	7
mutin	0.27	0.27	5
mutin	0.11	0.27	5
mutina	0.03	0.07	6
mutinaient	0.03	0.07	10
mutine	0.01	0.47	6
mutine	0.01	0.14	6
mutine	0.04	0.07	6
mutinent	0.11	0	8
mutiner	0.18	0.14	7
mutinerie	2.97	0.81	9
mutineries	0.16	0.34	10
mutines	0.01	0.07	7
mutines	0.01	0	7
mutinez	0.01	0	7
mutins	0.04	0.07	6
mutins	0.59	0.61	6
mutiné	0.31	0.14	6
mutiné	0.1	0	6
mutinée	0.1	0	7
mutinés	0.04	0	7
mutinés	0.05	0.07	7
mutique	0.01	0.07	7
mutisme	0.97	6.82	7
mutismes	0	0.07	8
mutité	0	0.2	6
mutualisme	0	0.07	10
mutualité	0	0.34	9
mutualités	0.14	0	10
mutuel	1.5	1.15	6
mutuelle	1.88	2.23	8
mutuelle	1.23	0.41	8
mutuellement	3.4	4.59	12
mutuelles	0.22	0.34	9
mutuelles	0.2	0.07	9
mutuels	0.41	0.07	7
mutât	0	0.07	5
muté	3.59	1.08	4
mutée	0.42	0	5
mutées	0.05	0	6
mutés	0.19	0.34	5
mué	0.32	1.62	3
muée	0.03	0.81	4
muées	0	0.07	5
mués	0.02	0.27	4
myasthénie	0.12	0	10
mycologie	0	0.07	9
mycologue	0	0.2	9
mycologues	0.01	0.07	10
mycose	0.73	0	6
mycène	0.04	0	6
mycénien	0.01	0	8
mycéniennes	0	0.07	11
mycéniens	0	0.07	9
mycéniens	0	0.07	9
mygale	0.04	0.27	6
mygales	0.01	0.2	7
mylord	0.97	0.14	6
myocarde	0.12	0.2	8
myocardiopathie	0.07	0	15
myocardique	0.01	0	11
myocardite	0.03	0.07	10
myoclonie	0.01	0	9
myoglobine	0.04	0	10
myographe	0	0.07	9
myopathes	0.02	0	9
myopathie	0.03	0.07	9
myopathique	0.01	0	11
myope	1.71	3.24	5
myope	0.19	1.76	5
myopes	0.05	0.81	6
myopes	0	0.41	6
myopie	0.29	2.09	6
myopies	0	0.07	7
myosine	0.01	0	7
myosis	0.04	0	6
myosotis	0.17	1.49	8
myriade	0.11	1.08	7
myriades	0.67	2.23	8
myriophylle	0	0.2	11
myrmidon	0.67	0	8
myrmidons	0.02	0	9
myrrhe	0.43	0.54	6
myrte	1.25	0.74	5
myrtes	0	0.81	6
myrtille	1.71	0.34	8
myrtilles	1.72	1.82	9
mystagogie	0	0.14	10
mystagogique	0	0.14	12
mystagogue	0	0.07	10
myste	0.01	0	5
mysticisme	0.79	1.82	10
mysticismes	0	0.07	11
mystificateur	0.05	0.34	13
mystificateurs	0	0.07	14
mystificateurs	0.02	0.07	14
mystification	0.16	1.28	13
mystifications	0.23	0.2	14
mystificatrice	0.02	0	14
mystifie	0.1	0	8
mystifier	0.03	0.54	9
mystifié	0.13	0.2	8
mystifiée	0.01	0.14	9
mystifiées	0	0.07	10
mystifiés	0.01	0.07	9
mystique	2.75	6.82	8
mystique	2	1.89	8
mystiquement	0.04	0.2	12
mystiques	0.57	2.03	9
mystiques	0.28	1.55	9
mystère	22.9	39.53	7
mystères	5.13	11.49	8
mystérieuse	6.56	18.65	11
mystérieusement	1.63	6.82	15
mystérieuses	1.21	7.64	12
mystérieux	11.84	27.36	10
mythe	5.17	5.61	5
mythes	1.1	4.8	6
mythifiait	0	0.07	10
mythifier	0	0.07	9
mythique	1.01	3.11	8
mythiques	0.14	1.08	9
mythisation	0	0.07	11
mytho	0.36	0.2	5
mythologie	2.02	4.12	10
mythologies	0.04	0.61	11
mythologique	0.66	1.62	12
mythologiques	0.16	0.41	13
mythologisé	0	0.07	11
mythologue	0	0.07	10
mythologues	0	0.07	11
mythomane	0.42	0.68	9
mythomane	0.17	0.81	9
mythomanes	0.01	0	10
mythomanes	0	0.47	10
mythomanie	0.1	0.61	10
myxoedémateuse	0	0.07	14
myxoedémateuse	0	0.07	14
myxomatose	0.03	0.07	10
myéline	0.01	0	7
myélite	0.05	0.07	7
myéloblaste	0	0.07	11
myéloblastes	0	0.14	12
myéloïde	0.02	0	8
mâcha	0	0.47	5
mâchage	0	0.07	7
mâchaient	0.01	0.47	9
mâchais	0.1	0.07	7
mâchait	0.14	2.09	7
mâchant	0.16	1.82	7
mâche	0.81	1.08	5
mâche	1.37	1.28	5
mâchefer	0.01	2.57	8
mâchent	0.16	0.2	7
mâcher	1.61	3.78	6
mâcherai	0.04	0.07	8
mâcherais	0.01	0	9
mâcherait	0.01	0.07	9
mâcherez	0	0.07	8
mâches	0.15	0	6
mâcheur	0.04	0	7
mâcheurs	0	0.07	8
mâcheuse	0.01	0	8
mâchez	0.31	0	6
mâchicoulis	0	0.34	11
mâchoire	6.8	11.28	8
mâchoires	1.09	12.3	9
mâchonna	0	0.41	8
mâchonnaient	0	0.2	12
mâchonnais	0	0.07	10
mâchonnait	0.01	0.61	10
mâchonnant	0.16	1.01	10
mâchonne	0.01	0.68	8
mâchonnements	0	0.14	13
mâchonnent	0	0.14	10
mâchonner	0.04	1.01	9
mâchonné	0	0.34	8
mâchonnés	0	0.14	9
mâchons	0	0.07	7
mâchouilla	0	0.27	10
mâchouillait	0	0.34	12
mâchouillant	0.02	0.61	12
mâchouille	0.1	0.07	10
mâchouiller	0.04	0.2	11
mâchouilles	0.07	0	11
mâchouilleur	0.02	0.07	12
mâchouillé	0.07	0.07	10
mâchouillée	0.01	0.07	11
mâchuré	0	0.07	7
mâchurée	0	0.07	8
mâchèrent	0	0.07	9
mâché	0.91	1.42	5
mâchée	0.01	0.14	6
mâchés	0.01	0.2	6
mâconnaise	0	0.07	10
mâconnaises	0	0.07	11
mâle	2.1	5.95	4
mâle	8.96	10	4
mâles	1	2.64	5
mâles	2.76	5.95	5
mânes	0.01	0.41	5
mât	1.47	5.95	3
mâte	0.01	0.07	4
mâter	0.03	0	5
mâtin	0.26	0.14	5
mâtin	0	0.07	5
mâtinant	0	0.07	8
mâtine	0	0.14	6
mâtines	0.01	0.07	7
mâtins	0	0.07	6
mâtiné	0.02	0.47	6
mâtiné	0.03	0	6
mâtinée	0.01	0.14	7
mâtinés	0	0.14	7
mâts	0.2	3.65	4
mâture	0.14	1.08	6
mâtures	0	0.54	7
mâtée	0	0.07	5
mèche	8.21	19.12	5
mèches	1.66	11.89	6
mène	31.86	21.49	4
mènent	6.42	7.57	6
mènera	4.7	1.28	6
mènerai	0.73	0.41	7
mèneraient	0.05	0.68	10
mènerais	0.25	0.14	8
mènerait	0.98	2.3	8
mèneras	0.19	0	7
mènerez	0.08	0.14	7
mènerons	0.26	0.07	8
mèneront	1.04	0.47	8
mènes	2.84	1.01	5
mère	672	737.09	4
mère-grand	0.89	0.34	10
mère-patrie	0.04	0.41	11
mères	14.79	24.19	5
mètre	6.03	21.82	5
mètre	0.07	0.47	5
mètres	37.46	108.24	6
mètres	0.04	0.14	6
méandre	0.14	0.54	7
méandres	0.58	3.18	8
méandreux	0	0.07	9
méandrine	0	0.07	9
méat	0	0.14	4
mécanicien	5.38	5.34	10
mécanicienne	0.05	0	12
mécaniciennes	0.01	0	13
mécaniciens	0.38	2.16	11
mécanique	2.83	15.47	9
mécanique	2.82	12.43	9
mécaniquement	0.12	3.65	13
mécaniques	0.65	6.35	10
mécaniques	0.93	2.7	10
mécanisait	0	0.14	10
mécanisation	0.01	0.14	12
mécanise	0	0.07	8
mécaniser	0.02	0.07	9
mécanisme	3.79	6.62	9
mécanismes	0.8	3.72	10
mécanistes	0	0.07	10
mécanisé	0.04	0.47	8
mécanisée	0.2	0.14	9
mécanisées	0.01	0	10
mécanisés	0.02	0	9
mécano	1.68	3.45	6
mécanographiques	0	0.07	16
mécanos	0.82	0.61	7
méchait	0	0.07	7
méchamment	2.04	6.42	10
méchanceté	3.38	11.22	10
méchancetés	0.75	1.76	11
méchant	30.23	16.01	7
méchant	7.61	2.97	7
méchant	0.76	0.54	7
méchante	14.73	9.12	8
méchantes	1.73	1.62	9
méchants	6.67	7.3	8
méchants	7.21	3.92	8
mécher	0.01	0	6
méchoui	0.03	0.41	7
méchouis	0.01	0.07	8
mécompte	0	0.27	8
mécomptes	0	0.54	9
méconduite	0.01	0	10
méconium	0.03	0	8
méconnais	0.1	0.27	9
méconnaissable	1.53	4.86	14
méconnaissables	0.29	1.35	15
méconnaissais	0	0.2	13
méconnaissance	0.03	0.81	14
méconnaissant	0	0.14	13
méconnaisse	0	0.27	11
méconnaissent	0.01	0.14	13
méconnaîtra	0	0.07	11
méconnaître	0.1	2.23	11
méconnu	0.01	0.68	7
méconnu	0.17	1.01	7
méconnu	0.01	0.14	7
méconnue	0.05	0.41	8
méconnue	0.03	0.61	8
méconnues	0	0.2	9
méconnus	0	0.34	8
méconnus	0.06	0.54	8
méconnus	0.01	0.14	8
mécontent	1.54	6.96	9
mécontent	0.18	0.34	9
mécontenta	0	0.07	10
mécontentait	0	0.07	12
mécontente	0.5	1.42	10
mécontente	0.15	0.2	10
mécontente	0.04	0.2	10
mécontentement	1.6	3.58	14
mécontentements	0.02	0.47	15
mécontenter	0.03	0.34	11
mécontentes	0.04	0.27	11
mécontents	0.96	0.88	10
mécontents	0.28	0.81	10
mécontenté	0.14	0.07	10
mécontentés	0	0.07	11
mécru	0	0.07	5
mécréance	0	0.2	9
mécréant	0.19	0.47	8
mécréant	1.09	0.81	8
mécréante	0.14	0	9
mécréants	0.05	0	9
mécréants	0.31	0.54	9
mécène	0.69	1.49	6
mécènes	0.14	0.41	7
mécénat	0.04	0	7
médaille	12.44	9.53	8
médailles	3.89	6.55	9
médailleurs	0	0.07	11
médaillon	1.44	2.16	9
médaillons	0.33	1.49	10
médaillé	0.11	0.07	8
médaillé	0.09	0.2	8
médaillé	0.24	0.14	8
médaillée	0.02	0	9
médaillée	0.01	0	9
médaillée	0	0.07	9
médecin	112.35	60.68	7
médecin-chef	0.56	2.09	12
médecin-conseil	0.01	0	15
médecin-général	0.01	0.2	15
médecin-major	0.7	0.14	13
médecine	23.29	12.36	8
médecine-ball	0.01	0	13
médecines	0.22	0.07	9
médecins	27.84	14.93	8
média	0.77	0.07	5
médian	0.04	0.41	6
médiane	0.21	1.96	7
médiane	0.02	0	7
médianes	0.02	0.14	8
médianoche	0	0.47	10
médians	0.01	0	7
médias	9.46	1.15	6
médiascope	0.14	0	10
médiastin	0.2	0	9
médiateur	0.19	0.07	9
médiateur	0.41	0.2	9
médiateurs	0.01	0	10
médiateurs	0.08	0.07	10
médiation	0.46	0.74	9
médiatique	1.61	0.41	10
médiatiques	0.11	0.2	11
médiatisant	0.01	0	11
médiatisation	0.23	0	13
médiatisé	0.12	0	9
médiatisée	0.21	0	10
médiatisées	0.01	0	11
médiatisés	0.01	0	10
médiator	0.09	0	8
médiatrice	0.01	0	10
médiatrice	0.12	0.07	10
médiatrices	0	0.07	11
médiatrices	0	0.07	11
médical	13.65	4.8	7
médicale	10.41	3.85	8
médicalement	1.03	0.61	12
médicales	2.81	1.76	9
médicalisation	0.01	0	14
médicalisé	0.04	0	10
médicalisée	0.01	0.07	11
médicament	12.03	4.12	10
médicamentait	0	0.07	13
médicamentation	0.04	0.07	15
médicamenter	0.02	0.07	12
médicamenteuse	0.07	0	14
médicamenteux	0.02	0.07	13
médicaments	29.8	8.45	11
médicamenté	0.01	0	11
médicastre	0	0.14	10
médicastres	0	0.27	11
médication	0.22	0.07	10
médications	0.01	0.2	11
médicaux	4.62	1.49	8
médicinal	0.23	0	9
médicinale	0.1	0.07	10
médicinales	0.52	0.41	11
médicinaux	0.01	0.07	10
médicine	0.07	0	8
médico-légal	0.63	0.41	12
médico-légale	0.25	0.14	13
médico-légales	0.13	0	14
médico-légaux	0.05	0	13
médico-psychologique	0.01	0	20
médico-social	0.01	0.07	13
médina	0.37	1.08	6
médinas	0	0.2	7
médiocre	2.59	11.89	8
médiocre	0.7	1.69	8
médiocrement	0.28	2.43	12
médiocres	0.77	3.99	9
médiocres	0.35	0.95	9
médiocrité	2.02	5.34	10
médiocrités	0.02	0.2	11
médire	0.11	0.41	6
médis	0.02	0.07	5
médisaient	0	0.07	10
médisait	0.01	0.07	8
médisance	0.04	0.88	9
médisances	0.09	0.74	10
médisant	0.01	0	8
médisant	0.04	0.07	8
médisant	0.01	0.14	8
médisante	0.02	0.07	9
médisante	0	0.07	9
médisants	0.16	0.47	9
médise	0	0.07	6
médisent	0	0.2	8
médisez	0.02	0	7
médisons	0	0.14	8
médit	0.17	0.14	5
médita	0.01	0.81	6
méditai	0	0.14	7
méditaient	0.01	0.47	10
méditais	0.19	0.54	8
méditait	0.12	2.5	8
méditant	0	0.14	8
méditant	0	0.07	8
méditant	0.07	1.22	8
méditatif	0.08	2.36	9
méditatifs	0	0.74	10
méditatifs	0	0.07	10
méditation	2.72	7.5	10
méditations	0.42	2.97	11
méditative	0.12	1.28	10
méditativement	0	0.34	14
méditatives	0	0.2	11
médite	0.68	1.55	6
méditent	0.28	0.41	8
méditer	2.44	4.8	7
méditera	0.03	0.07	8
méditerait	0	0.07	10
méditeras	0.01	0	9
méditerranée	0.04	0.95	12
méditerranéen	0.08	2.64	13
méditerranéen	0	0.2	13
méditerranéenne	0.33	1.49	15
méditerranéennes	0	0.47	16
méditerranéennes	0.03	0.14	16
méditerranéens	0.33	0.74	14
méditerranéens	0.45	0.07	14
médites	0.31	0.07	7
méditez	0.56	0.27	7
méditiez	0.02	0	8
méditons	0.07	0	8
méditèrent	0.01	0.07	10
médité	0.67	1.35	6
méditée	0.01	0.27	7
méditées	0	0.14	8
médités	0	0.14	7
médium	4.97	1.08	6
médiumnique	0.11	0.14	11
médiumniques	0.1	0	12
médiumnité	0.03	0	10
médiums	1.1	0.74	7
médius	0.16	1.69	6
médiéval	0.7	1.15	8
médiévale	0.5	1.62	9
médiévales	0.42	0.88	10
médiévaux	0.04	0.61	9
médiéviste	0	0.07	10
médiévistes	0	0.14	11
médoc	0.19	0.14	5
médocs	1.29	1.22	6
médulla	0.01	0	7
médullaire	0.07	0	10
médusa	0.1	0.14	6
médusait	0	0.14	8
médusant	0	0.07	8
méduse	0.66	1.42	6
méduse	0.01	0	6
médusent	0	0.07	8
méduser	0.01	0	7
méduses	0.84	2.5	7
méduses	0.01	0	7
médusé	0.15	0.47	6
médusé	0.01	1.01	6
médusée	0	0.41	7
médusée	0	0.2	7
médusées	0	0.07	8
médusées	0	0.14	8
médusés	0.21	0.61	7
médusés	0.01	0.61	7
méfait	0.46	0.74	6
méfaits	1.39	1.89	7
méfiaient	0.03	0.88	9
méfiais	0.29	1.42	7
méfiait	0.16	4.05	7
méfiance	2.18	18.99	8
méfiances	0.02	0.47	9
méfiant	2.07	5.14	7
méfiant	0.24	1.28	7
méfiant	0.09	0.68	7
méfiante	1.12	2.36	8
méfiantes	0.01	0.47	9
méfiants	0.44	1.96	8
méfiants	0	0.27	8
méfie	10.95	8.24	5
méfient	1.31	1.15	7
méfier	7.18	13.11	6
méfiera	0.15	0.07	7
méfierai	0.26	0.14	8
méfierais	0.36	0.41	9
méfierait	0.3	0.07	9
méfieront	0.19	0	9
méfies	0.61	0.2	6
méfiez	3.63	2.7	6
méfiions	0	0.14	8
méfions	0.73	0.34	7
méfièrent	0.02	0.07	9
méfié	0.22	1.22	5
méfiée	0.19	0.41	6
méfiés	0.01	0.68	6
méforme	0.02	0	7
méga	4.75	0.81	4
mégacôlon	0.01	0	9
mégahertz	0.05	0	9
mégajoules	0.02	0	10
mégalithe	0.01	0.14	9
mégalithique	0	0.14	12
mégalo	0.32	0	6
mégalo	0	0.2	6
mégalomane	0.41	0.34	10
mégalomane	0.07	0.2	10
mégalomanes	0.01	0.14	11
mégalomaniaque	0.01	0.14	14
mégalomanie	0.25	0.61	11
mégalopole	0.02	0	10
mégalos	0.02	0	7
mégalos	0.03	0	7
mégalosaure	0.01	0	11
mégaphone	0.58	0.54	9
mégaphones	0.3	0.07	10
mégapole	0.01	0.27	8
mégaron	0	0.14	7
mégathériums	0	0.07	12
mégatonne	0.04	0	9
mégatonnes	0.35	0.14	10
mégawatts	0	0.07	9
mégisserie	0	0.47	10
mégissiers	0	0.07	10
mégot	1.2	9.53	5
mégotage	0.01	0.14	8
mégotages	0	0.07	9
mégotaient	0	0.07	10
mégotait	0	0.07	8
mégote	0.02	0.14	6
mégoter	0.41	0.14	7
mégots	1.46	7.77	6
mégoté	0	0.07	6
mégère	0.83	0.54	6
mégères	0	0.27	7
mégères	0.18	0	7
méhari	0.14	0.41	6
méhariste	0	0.07	9
méharistes	0.01	0.2	10
méiose	0.04	0	6
méjugement	0	0.07	10
méjugez	0.03	0	7
méjugé	0.01	0	6
méjugés	0.01	0.07	7
mélancolie	2.6	20.68	10
mélancolies	0	0.34	11
mélancolieux	0	0.07	12
mélancolique	4.1	13.45	12
mélancolique	0.03	0.95	12
mélancoliquement	0	1.82	16
mélancoliques	0.31	3.18	13
mélancoliques	0.11	0.41	13
mélancoliser	0	0.07	12
mélange	9.56	28.58	7
mélange	3.16	4.19	7
mélangea	0.01	0.61	8
mélangeaient	0.01	1.76	12
mélangeais	0.04	0.2	10
mélangeait	0.1	2.5	10
mélangeant	0.01	0	10
mélangeant	0.27	1.96	10
mélangent	0.95	1.28	9
mélangeons	0.31	0.2	10
mélanger	4.46	3.18	8
mélangera	0.17	0.07	9
mélangerai	0.01	0	10
mélangeraient	0	0.07	13
mélanges	0.34	2.43	8
mélanges	0.88	0.47	8
mélangeur	0.05	0.14	9
mélangeurs	0	0.07	10
mélangez	0.94	0.34	8
mélangions	0	0.14	10
mélangèrent	0	0.2	11
mélangé	2.08	2.5	7
mélangé	0.55	0.54	7
mélangée	0.24	1.42	8
mélangée	0.05	0.47	8
mélangées	0.22	0.68	9
mélangées	0.31	0.74	9
mélangés	0.51	1.08	8
mélangés	0.32	1.22	8
mélanine	0.04	0	8
mélanome	0.42	0	8
mélanomes	0.09	0	9
mélanésiennes	0.01	0	13
mélanésiennes	0	0.07	13
mélasse	1.31	1.42	7
mélatonine	0.11	0	10
méli-mélo	0.39	0.68	9
mélilot	0	0.07	7
mélinite	0	0.14	8
mélis-mélos	0	0.14	11
mélisse	0	0.34	7
mélo	0.84	0.95	4
mélodie	3.61	5.95	7
mélodies	0.47	1.82	8
mélodieuse	0.11	0.95	10
mélodieusement	0.01	0.07	14
mélodieuses	0.01	0.14	11
mélodieux	0.37	1.89	9
mélodique	0.03	0.34	9
mélodiques	0.03	0.14	10
mélodramatique	0.51	0.68	14
mélodramatiques	0.13	0	15
mélodrame	1.04	1.35	9
mélodrames	0.05	0.14	10
mélomane	0.21	0.54	8
mélomane	0.17	0.54	8
mélomanes	0.27	0.27	9
mélopée	0.01	2.84	7
mélopées	0.01	0.68	8
mélos	0.05	0.14	5
mélèze	0.03	0.41	6
mélèzes	0.01	0.68	7
mémentos	0	0.07	8
mémo	2.72	0	4
mémoire	56.6	105.74	7
mémoires	4.27	5.14	8
mémorabilité	0	0.07	12
mémorable	2.04	4.26	9
mémorables	0.19	1.08	10
mémorandum	0.09	2.91	10
mémorandums	0.01	0	11
mémorial	0.8	0.34	8
mémorialiste	0	0.34	12
mémorialistes	0	0.2	13
mémoriaux	0.01	0.07	9
mémoriel	0.07	0	8
mémorielle	0.06	0	10
mémoriels	0.04	0.07	9
mémorisables	0	0.07	12
mémorisaient	0	0.07	12
mémorisait	0.02	0	10
mémorisation	0.02	0	12
mémorise	0.24	0.07	8
mémorisent	0.03	0	10
mémoriser	1.3	0.14	9
mémoriserai	0.03	0	11
mémoriserais	0.01	0	12
mémorisez	0.27	0	9
mémorisiez	0.02	0	10
mémorisé	0.5	0	8
mémorisée	0.08	0	9
mémorisées	0.01	0	10
mémorisés	0.07	0.14	9
mémos	0.49	0.07	5
mémère	1	3.78	6
mémères	0.04	1.55	7
mémé	8.15	34.39	4
mémés	0.06	0.95	5
ménade	0.01	0.14	6
ménades	0	0.07	7
ménage	27.55	29.26	6
ménage	1.07	2.64	6
ménagea	0.01	0.41	7
ménageaient	0.01	0.95	11
ménageais	0.14	0.47	9
ménageait	0.13	1.82	9
ménageant	0.14	1.62	9
ménagement	0.42	3.11	10
ménagements	0.03	2.09	11
ménagent	0.16	0.54	8
ménager	0.82	2.84	7
ménager	0.05	0.14	7
ménager	1.73	8.45	7
ménagera	0.01	0.14	8
ménagerai	0.01	0.07	9
ménagerait	0	0.27	10
ménageras	0.01	0	9
ménagerie	0.54	2.09	9
ménageries	0.02	0.14	10
ménagers	1.11	1.76	8
ménages	1.91	3.65	7
ménages	0.4	0	7
ménagez	0.83	0.41	7
ménageât	0	0.34	8
ménagiez	0.01	0.07	8
ménagions	0	0.07	9
ménagère	0.25	1.62	8
ménagère	1.57	4.05	8
ménagèrent	0	0.14	10
ménagères	0.7	2.91	9
ménagères	0.95	4.53	9
ménagé	0.43	2.91	6
ménagée	0.02	1.49	7
ménagées	0	0.47	8
ménagés	0.01	0.41	7
ménesse	0	0.07	7
ménestrel	0.28	0	9
ménestrels	0.14	0.14	10
méninges	1.08	2.7	8
méningiome	0.01	0	10
méningite	0.96	0.81	9
méningites	0.03	0	10
méningocoque	0.01	0	12
méningée	0.04	0.07	8
ménisque	0.28	0.27	8
ménisques	0.1	0.14	9
ménopause	0.83	1.01	9
ménopausé	0.01	0	9
ménopausée	0.1	0.14	10
ménopausées	0.04	0	11
méphistophélique	0.01	0.27	16
méphistophéliques	0	0.14	17
méphitique	0.04	0.27	10
méphitiques	0.01	0.41	11
méplat	0	0.27	6
méplats	0	0.14	7
méplats	0	0.61	7
méprenais	0	0.07	9
méprenait	0	0.14	9
méprenant	0	0.41	9
méprend	0.08	0.34	7
méprendre	0.27	2.09	9
méprendriez	0	0.07	11
méprends	1.15	0.41	8
méprenez	2.51	0.27	8
mépreniez	0.04	0	9
méprenne	0.04	0.27	8
méprennent	0.09	0	10
mépris	0.52	1.35	6
mépris	7.39	36.55	6
méprisa	0.2	0.27	7
méprisable	1.41	2.09	10
méprisables	0.5	0.74	11
méprisai	0	0.14	8
méprisaient	0.23	1.22	11
méprisais	0.13	1.28	9
méprisait	0.39	5.27	9
méprisamment	0.01	0	12
méprisant	0.4	4.8	9
méprisant	0.34	2.3	9
méprisante	0.19	3.65	10
méprisantes	0.02	0.2	11
méprisants	0.02	1.22	10
méprise	0.96	1.89	7
méprise	6.43	4.19	7
méprisent	0.73	1.15	9
mépriser	1.76	4.93	8
méprisera	0.42	0.07	9
mépriserai	0.04	0	10
mépriseraient	0.01	0	13
mépriserais	0.05	0.14	11
mépriserait	0.02	0.2	11
mépriseras	0.01	0.07	10
mépriseriez	0.1	0.07	11
méprises	0	0.27	8
méprises	1.5	0.61	8
méprisez	0.79	0.34	8
méprisiez	0.04	0	9
méprisions	0.01	0.47	10
méprisons	0.29	0.14	9
méprisé	0.85	2.77	7
méprisée	0.19	0.81	8
méprisées	0.3	0.47	9
méprisés	0.21	0.68	8
méprit	0	0.68	6
méprît	0	0.07	6
méridien	0.05	0.34	8
méridien	0.22	0.47	8
méridienne	0.04	0.14	10
méridienne	0.02	0.34	10
méridiennes	0	0.07	11
méridiens	0.01	0.14	9
méridional	0.32	1.15	10
méridional	0.23	0.41	10
méridionale	0.46	0.88	11
méridionales	0.11	0.34	12
méridionaux	0.11	0.07	11
méridionaux	0.55	0.07	11
mérinos	0.01	0.27	7
mérita	0	0.14	6
méritaient	1.18	2.3	10
méritais	2.12	1.76	8
méritait	6.08	9.93	8
méritant	0.51	0.61	8
méritant	0.16	0.41	8
méritante	0.1	0.34	9
méritantes	0.04	0.41	10
méritants	0.21	0.54	9
méritassent	0	0.07	11
mérite	6.85	11.62	6
mérite	39.92	13.78	6
méritent	6.62	2.64	8
mériter	6.73	6.42	7
méritera	0.11	0.07	8
mériterai	0.02	0.07	9
mériteraient	0.31	0.47	12
mériterais	1.15	0.54	10
mériterait	1.29	1.82	10
mériteras	0.04	0.14	9
mériteriez	0.31	0.2	10
mériteront	0.06	0	10
mérites	1.64	7.36	7
mérites	11.08	1.15	7
méritez	5.25	1.01	7
méritiez	0.36	0.34	8
méritions	0.04	0.2	9
méritocratie	0.01	0	12
méritoire	0.36	1.62	9
méritoires	0.11	0.47	10
méritons	1.16	0.2	8
méritât	0	0.2	7
mérité	11.34	8.31	6
méritée	1.43	1.42	7
méritées	0.28	0.47	8
mérités	0.05	0.47	7
mérou	0.99	0.14	5
mérovingien	0	0.07	11
mérovingienne	0	0.14	13
mérovingiennes	0	0.2	14
mésalliance	0.05	0.47	11
mésalliances	0	0.07	12
mésallieras	0	0.14	11
mésallies	0	0.07	9
mésalliés	0	0.07	9
mésange	0.19	6.89	7
mésanges	0.23	0.74	8
mésaventure	0.58	3.31	11
mésaventures	0.2	0.95	12
mésencéphale	0.04	0	12
mésentente	0.08	0.34	10
mésententes	0.03	0.27	11
mésentère	0.01	0	9
mésentérique	0.11	0	12
mésestimant	0	0.07	11
mésestime	0	0.2	9
mésestime	0.03	0	9
mésestimer	0	0.07	10
mésestimez	0.02	0.07	10
mésestimé	0.05	0	9
mésintelligence	0	0.07	15
mésinterpréter	0	0.14	14
mésodermiques	0.01	0	13
mésomorphe	0.02	0	10
mésomorphique	0.01	0	13
méson	0.03	0	5
mésons	0.01	0	6
mésopotamien	0.04	0	12
mésopotamienne	0	0.07	14
mésopotamiens	0.01	0	13
mésopotamiens	0.03	0	13
mésosphère	0.02	0	10
mésozoïque	0.04	0	10
mésozoïque	0	0.07	10
mésusage	0	0.07	8
mésuser	0	0.07	7
méta	0.14	0.14	4
métabolique	0.28	0	11
métaboliser	0.02	0	11
métabolisme	1.22	0.2	11
métabolismes	0.05	0	12
métabolite	0.07	0	10
métacarpe	0.13	0	9
métacarpien	0.01	0	11
métacarpien	0.03	0	11
métacarpiens	0.01	0	12
métairie	0	0.74	8
métairies	0	0.41	9
métal	12.16	41.82	5
métallique	2.6	16.49	10
métalliques	0.74	7.3	11
métallisation	0.01	0	13
métallise	0	0.07	9
métallisent	0	0.07	11
métallisé	0.48	0.68	9
métallisée	0.12	0.2	10
métallisées	0	0.07	11
métallisés	0.01	0.07	10
métallo	0.02	0.47	7
métallographie	0.04	0	14
métallos	0	0.61	8
métallurgie	0.16	0.47	11
métallurgique	0.07	0.47	13
métallurgiques	0	0.07	14
métallurgiste	0.23	0.07	13
métallurgistes	0.04	0.27	14
métamorphique	0.01	0	13
métamorphosa	0.02	0.2	12
métamorphosaient	0	0.27	16
métamorphosait	0	1.49	14
métamorphosant	0.1	0.27	14
métamorphose	1.22	9.12	12
métamorphose	0.09	1.08	12
métamorphosent	0	0.2	14
métamorphoser	0.37	1.69	13
métamorphoseraient	0	0.07	18
métamorphoserait	0	0.07	16
métamorphoses	0.37	2.09	13
métamorphoses	0.01	0.07	13
métamorphosez	0	0.07	13
métamorphosions	0	0.07	15
métamorphosât	0	0.07	13
métamorphosèrent	0.01	0	16
métamorphosé	0.22	1.96	12
métamorphosée	0.11	1.08	13
métamorphosées	0	0.14	14
métamorphosés	0.01	0.47	13
métaphase	0.01	0	9
métaphore	4.04	1.89	9
métaphores	0.67	1.42	10
métaphorique	0.26	0.2	12
métaphoriquement	0.51	0.07	16
métaphoriques	0.01	0	13
métaphysicien	0.02	0.14	13
métaphysicienne	0	0.07	15
métaphysiciens	0.01	0.27	14
métaphysique	0.64	4.12	12
métaphysique	0.37	3.38	12
métaphysiquement	0.01	0.14	16
